"status","year ","wage","state","occupational_group","job_title","employer_name"
"CERTIFIED","2013","59942.0","NJ","","COMPUTER SYSTEMS ENGINEER","LARSEN & TOUBRO INFOTECH LIMITED"
"CERTIFIED","2013","63606.0","TX","Mechanical Engineers","MECHANICAL ENGINEER","SCHLUMBERGER TECHNOLOGY CORPORATION"
"CERTIFIED","2013","70000.0","MA","Mechanical Engineers","MECHANICAL ENGINEER","SOFTINWAY, INC."
"CERTIFIED","2013","60611.0","NJ","Software Developers, Applications","ETL DEVELOPER","PAX INTERNATIONAL COMPANY, INC."
"CERTIFIED","2013","105000.0","WA","Software Developers, Applications","SOFTWARE DEVELOPMENT ENGINEER IN TEST","MICROSOFT CORPORATION"
"CERTIFIED","2013","60000.0","IL","Management Analysts","BUSINESS ANALYST","SCM DATA, INC"
"CERTIFIED","2013","110000.0","NH","Computer Systems Analysts","LEAD EDI DEVELOPER","C&S WHOLESALE GROCERS, INC."
"CERTIFIED","2013","59696.0","CA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","ANID INFOSOFT LLC"
"CERTIFIED","2013","66477.0","CA","Network and Computer Systems Administrators","NETWORK AND COMPUTER SYSTEMS ADMINISTRATOR","MPHASIS INFRASTRUCTURE SERVICES, INC"
"CERTIFIED","2013","105000.0","WA","Computer Occupations, All Other","UX DESIGNER","MICROSOFT CORPORATION"
"CERTIFIED","2013","81000.0","NY","Software Developers, Applications","TECHNICAL SOLUTIONS ENGINEER","CRITEO CORPORATION"
"CERTIFIED","2013","31700.0","IL","Medical and Clinical Laboratory Technicians","LABORATORY TECHNICIAN","GFK"
"CERTIFIED","2013","41500.0","NY","Public Relations Specialists","BRAND COMMUNICATIONS STRATEGIST","TGA II, LLC"
"CERTIFIED","2013","73000.0","IL","Financial Analysts","CONSULTANT","DELOITTE CONSULTING LLP"
"CERTIFIED","2013","60000.0","NH","Computer Programmers","PROGRAMMER ANALYST","UNIVERSAL SOFTWARE CORPORATION"
"CERTIFIED","2013","50000.0","TX","Business Operations Specialists, All Other","QUALITY ASSURANCE ANALYST","INFOSMART SYSTEMS INC"
"CERTIFIED","2013","47000.0","NY","Film and Video Editors","ASSOCIATE FILM EDITOR","ULTRABLAND INC."
"CERTIFIED","2013","72000.0","CT","Software Developers, Applications",".NET DEVELOPER","TALENT IT SERVICES, INC."
"CERTIFIED","2013","39010.0","IL","Medical Scientists, Except Epidemiologists","RESEARCH PROFESSIONAL","THE UNIVERSITY OF CHICAGO"
"CERTIFIED","2013","74000.0","MI","Software Developers, Applications","SOFTWARE AND HIL TESTING ENGINEER","LHP SOFTWARE, LLC"
"CERTIFIED","2013","54000.0","NJ","Computer Programmers","PROGRAMMER ANALYST","AMERISOFTPRO SYSTEMS LLC"
"CERTIFIED","2013","50000.0","NY","Market Research Analysts and Marketing Specialists","MARKETING ASSOCIATE","METRO LOFT MANAGEMENT LLC"
"DENIED","2013","61000.0","CO","Petroleum Engineers","LOGGING ANALYST - KENTUCKY UNIT ENGINEER","AUS-TEX EXPLORATION, INC."
"DENIED","2013","38000.0","DC","Health Educators","HEALTHY ATHLETES SPECIALIST","SPECIAL OLYMPICS, INC."
"CERTIFIED","2013","71261.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","DATAGLANCE, INC."
"CERTIFIED","2013","60000.0","MI","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","COGENT INTEGRATED BUSINESS SOLUTIONS, INC"
"CERTIFIED","2013","83637.0","CA","Computer Systems Analysts","ANALYST","INFOGAIN CORPORATION"
"CERTIFIED","2013","35000.0","NC","Interpreters and Translators","PHARMACEUTICAL RESEARCH PROJECT SPECIALIST","NEUROCOG TRIALS, INC."
"CERTIFIED","2013","73950.0","CA","Computer Occupations, All Other","IT PROJECT MANAGER","LARSEN & TOUBRO INFOTECH LIMITED"
"CERTIFIED","2013","65000.0","MA","Computer Systems Analysts","PROGRAMMER ANALYST","YASH TECHNOLOGIES, INC."
"CERTIFIED","2013","31000.0","TX","Health Educators","CLINICAL EDUCATION MANAGER","VANNEVAR GROUP, LLC"
"CERTIFIED","2013","67621.0","CA","Computer Systems Analysts","PROGRAMMER ANALYST","DATAMATICS GLOBAL SERVICES INC"
"CERTIFIED","2013","67101.0","CA","Management Analysts","BUSINESS ANALYST","STRATASERV, INC."
"CERTIFIED","2013","62000.0","CA","Computer Programmers","SOFTWARE DEVELOPER","INNOMINDS SOFTWARE, INC."
"CERTIFIED","2013","73000.0","PA","Financial Analysts","CONSULTANT","DELOITTE CONSULTING LLP"
"CERTIFIED","2013","60000.0","FL","Computer Programmers","TECHNICAL ANALYST","MPHASIS CORPORATION"
"CERTIFIED","2013","66000.0","WI","Software Developers, Applications","SOFTWARE DEVELOLPER","COMPUWARE CORPORATION"
"CERTIFIED","2013","54000.0","GA","Computer Occupations, All Other","IT PROJECT ANALYST","NUTECH SYSTEMS, INC."
"CERTIFIED","2013","60400.0","NJ","Computer Systems Analysts","BUSINESS SYSTEMS ANALYST","CANDELA NETWORK LLC"
"CERTIFIED","2013","55000.0","NJ","Computer Programmers","COMPUTER PROGRAMMER ANALYST","IT BY DESIGN, INC"
"CERTIFIED","2013","90000.0","CA","Software Developers, Systems Software","SOFTWARE ENGINEER","BOX, INC."
"CERTIFIED","2013","80000.0","WA","Software Developers, Systems Software","DEPLOYMENT ENGINEER","POSH CONSULTING, INC."
"CERTIFIED","2013","78000.0","FL","Materials Engineers","AIRCRAFT PROGRAM'S ENGINEER","GA TELESIS, LLC"
"CERTIFIED","2013","65000.0","CA","Electrical Engineers","FIELD ENGINEER/CUSTOMER SUPPORT MANAGER","EXOSUN INCORPORATED"
"CERTIFIED","2013","120000.0","CA","Computer and Information Systems Managers","MANAGER IT SYSTEMS","ETOUCH SYSTEMS CORPORATION"
"CERTIFIED","2013","120000.0","VA","Electrical Engineers","SR. RF ENGINEER","CELCITE MANAGEMENT SOLUTIONS, LLC"
"CERTIFIED","2013","60000.0","FL","Computer Programmers","PROGRAMMER ANALYST","SGS TECHNOLOGIE, LLC"
"CERTIFIED","2013","51709.0","OR","Financial Analysts","FINANCIAL ANALYST","TAM GLOBAL NETWORK CONSULTANTS"
"CERTIFIED","2013","65021.0","KY","Software Developers, Applications","STORAGE SYSTEMS ENGINEER","CADATASOFT, INC"
"CERTIFIED","2013","60000.0","IL","Computer Systems Analysts","SENIOR SYSTEMS ANALYST JC60","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION"
"CERTIFIED","2013","54000.0","CA","Technical Writers","TECHNICAL WRITER","EMBEDUR SYSTEMS, INC"
"CERTIFIED-WITHDRAWN","2013","106000.0","CA","Electronics Engineers, Except Computer","STAFF SYSTEMS ENGINEER","QUALCOMM TECHNOLOGIES, INC."
"DENIED","2013","60000.0","NJ","Computer Programmers","PROGRAMMER ANALYST","HEXACORP LLC"
"WITHDRAWN","2013","60000.0","NH","Computer Programmers","PROGRAMMER ANALYST","UNIVERSAL SOFTWARE CORPORATION"
"CERTIFIED","2013","60000.0","MN","Computer Programmers","PROGRAMMER ANALYST","WIPRO LIMITED"
"CERTIFIED","2013","80000.0","IL","Software Developers, Applications","TIBCO DEVELOPER - SOFTWARE ENGINEER","NICHE TECHNOLOGIES, LLC."
"CERTIFIED","2013","60000.0","MI","Computer Systems Analysts","PROGRAMMER ANALYST","ATTEMPT IT SOLUTIONS, INC"
"CERTIFIED","2013","60000.0","IL","Computer Programmers","PROGRAMMER ANALYST","VERINON TECHNOLOGY SOLUTIONS LTD."
"CERTIFIED","2013","52000.0","NC","Accountants and Auditors","STAFF ACCOUNTANT","DELOITTE & TOUCHE LLP"
"CERTIFIED","2013","66000.0","MA","Mechanical Engineers","CELL ENGINEER","PELLION TECHNOLOGIES, INC."
"CERTIFIED","2013","64000.0","GA","Computer Programmers","PROGRAMMER ANALYST","ALLIED BUSINESS CONSULTING, INC."
"CERTIFIED","2013","65800.0","OH","Computer Systems Analysts","TECHNICAL LEAD","GEOMETRIC AMERICAS, INC."
"CERTIFIED","2013","81099.0","FL","Software Developers, Applications","SOFTWARE DEVELOPER","CODEWARE INC."
"CERTIFIED","2013","52333.0","TX","Logisticians","AIR FREIGHT AGENT","DHL AIR EXPRESS INTERNATIONAL USA, INC. D/B/A/ DHL"
"CERTIFIED","2013","53914.0","NJ","Computer Programmers","PROGRAMMER ANALYST","SAPHIRE SOLUTIONS INC"
"CERTIFIED","2013","52229.0","CA","Budget Analysts","BUDGET ANALYST","G.B.T. INC."
"CERTIFIED","2013","60000.0","CA","Accountants and Auditors","ADVISORY STAFF (ITRA)","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2013","62500.0","CA","Management Analysts","CLINICAL BUSINESS ANALYST","SAJIX, INC."
"CERTIFIED","2013","68000.0","CA","Computer Systems Analysts","PROGRAMMER ANALYST","G HEALTHCARE LLC"
"CERTIFIED","2013","150000.0","CA","Chief Executives","EXECUTIVE PRESIDENT","SOSHOMA, INC."
"CERTIFIED","2013","65000.0","MA","Computer Occupations, All Other","SOFTWARE DEVELOPMENT ENGINEER","ADTRAN, INC."
"CERTIFIED","2013","53373.0","NC","Market Research Analysts and Marketing Specialists","MARKET ANALYST","HALLELUJAH ACRES, INC."
"CERTIFIED","2013","130000.0","FL","Dentists, General","DENTIST (ASSOCIATE)","D&G DENTAL SERVICES, PA"
"CERTIFIED","2013","124696.0","CA","Computer and Information Systems Managers","MANAGER, AMBULATORY SYSTEMS AND SERVICES","STANFORD HOSPITAL & CLINICS"
"CERTIFIED","2013","85000.0","TX","Software Developers, Applications","QA AUTOMATION ENGINEER","VOLUSION, INC."
"CERTIFIED","2013","60000.0","IL","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","HORIZON TECHNOLOGIES INC"
"CERTIFIED","2013","69100.0","CA","Computer Occupations, All Other","COMPUTER SYSTEMS ENGINEER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2013","60000.0","NY","Computer Programmers","PROGRAMMER ANALYST","HUDSON DATA, LLC"
"CERTIFIED","2013","68000.0","NJ","Computer Occupations, All Other","COMPUTER SYSTEMS ENGINEER/ARCHITECT","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2013","80000.0","CA","Software Developers, Systems Software","SYSTEMS ENGINEER","BODHTREE SOLUTIONS,INC"
"CERTIFIED","2013","54454.0","GA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","VIRTUALXL, INC."
"CERTIFIED","2013","53352.0","VA","Computer Programmers","PROGRAMMER ANALYST/WEBSPHERE COMMERCE DEVELOPER","TEK TREE LLC"
"CERTIFIED","2013","49394.0","NY","Dentists, General","DENTAL RESIDENT","ST. BARNABASE HOSPITAL"
"CERTIFIED","2013","104016.0","CA","Electronics Engineers, Except Computer","LEAD ASIC DESIGN VERIFICATION ENGINEER","SMARTPLAY, INC."
"DENIED","2013","115482.29","MD","Industrial Production Managers","TECHNICAL DIRECTOR OF LITHOGRAPHY","INDEPENDENT CAN COMPANY"
"CERTIFIED","2013","50086.0","GA","Computer Occupations, All Other","WEB DEVELOPER","SCAD GROUP, INC."
"CERTIFIED","2013","68000.0","DC","Actuaries","SENIOR CONSULTANT (ECONOMETRICS)","ANALYSIS RESEARCH PLANNING CORPORATION"
"CERTIFIED","2013","62400.0","NY","Materials Engineers","TEXTILE ENGINEER","STOLL AMERICA KNITTING MACHINERY, INC."
"CERTIFIED","2013","61000.0","DC","Computer Systems Analysts","SYSTEMS ANALYST","SIERRA INFOSYS, INC"
"CERTIFIED","2013","116000.0","CA","Software Developers, Systems Software","IOS SYSTEM TRIAGE ENGINEER","APPLE INC."
"CERTIFIED","2013","72160.0","MI","Computer Systems Analysts","TECHNOLOGY LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2013","42162.0","TX","Operations Research Analysts","BUSINESS ANALYST","EMPYREAN BENEFITS SOLUTIONS, INC."
"CERTIFIED","2013","85000.0","CA","Management Analysts","ERS SENIOR CONSULTANT","DELOITTE & TOUCHE LLP"
"CERTIFIED","2013","72600.0","CA","Management Analysts","ADVISORY STAFF","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2013","57075.0","TX","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","DELTA SYSTEM & SOFTWARE, INC"
"CERTIFIED","2013","70000.0","NM","Software Developers, Applications","SOFTWARE ENGINEER","IDEXCEL, INC."
"CERTIFIED","2013","82000.0","CA","Software Developers, Applications","DEVELOPER","SAP LABS, LLC"
"CERTIFIED-WITHDRAWN","2013","65000.0","NJ","Computer Programmers","PROGRAMMER ANALYST","CATALYST SYSTEMS INC."
"CERTIFIED","2013","69077.0","NJ","Software Developers, Applications","SOFTWARE DEVELOPER","EAST WEST SYSTEMS INC."
"CERTIFIED","2013","33634.0","LA","Market Research Analysts and Marketing Specialists","BUSINESS DEVELOPMENT SPECIALIST (MARKET RESEARCH A","CELTIC MARINE CORPORATION"
"CERTIFIED","2013","62504.0","CA","Art Directors","ART DIRECTOR","ASSOCIATED ENTERTAINMENT RELEASING"
"CERTIFIED","2013","75474.0","NC","Computer Systems Analysts","TECHNOLOGY LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2013","65000.0","CA","Computer Programmers","PROGRAMMER ANALYSTS","ORIAN ENGINEERS INCORPORATED"
"CERTIFIED","2013","72000.0","MI","Computer Programmers","PROGRAMMER ANALYST","HTC GLOBAL SERVICES, INC."
"CERTIFIED","2013","62733.0","CA","Computer Occupations, All Other","SOFTWARE QA ENGINEER & TESTER","BLUE STAR INFOTECH AMERICA, INC"
"CERTIFIED","2013","50000.0","MO","Computer Systems Analysts","PROGRAMMER ANALYST","INFORMATION RESOURCE GROUP, INC."
"CERTIFIED","2013","65645.0","TN","Computer Occupations, All Other","LEAD ENGINEER","WIPRO LIMITED"
"CERTIFIED","2013","59500.0","PA","Computer Systems Analysts","PROGRAMMER ANALYST","CYBERTECH SYSTEMS AND SOFTWARE, INC."
"CERTIFIED","2013","41435.0","IL","Logisticians","IMPORT MANAGER AND DOMESTIC PURCHASER","O'SCANNLAIN & GOROGIANIS"
"CERTIFIED","2013","68000.0","IL","Software Developers, Applications","SOFTWARE ENGINEER","AIM BIG, INC."
"CERTIFIED","2013","60000.0","FL","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","I.T SOFTWARE SOLUTIONS, INC."
"CERTIFIED","2013","49608.0","IL","Sales Representatives, Services, All Other","CATERING SALES MANAGER","AKASHDEEP INTERNATIONAL INC."
"CERTIFIED","2013","69599.0","MO","Computer Systems Analysts","SENIOR SYSTEMS ANALYST","TECH MAHINDRA (AMERICAS), INC."
"CERTIFIED","2013","82500.0","MA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","VASSIT SERVICES US INC"
"CERTIFIED","2013","109180.0","WA","Marketing Managers","AUDIENCE MARKETING MANAGER, CAMPAIGNS","MICROSOFT CORPORATION"
"CERTIFIED","2013","60000.0","AZ","Computer Systems Analysts","PROGRAMMER ANALYST","OPENBOX SOLUTIONS, INC."
"CERTIFIED","2013","54454.0","GA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","MYTHRI SOLUTIONS LLC"
"CERTIFIED","2013","55000.0","NJ","Computer Programmers","PROGRAMMER ANALYST","ADOPT1ST INC."
"DENIED","2013","40000.0","SC","Managers, All Other","MANAGER, EXECUTIVE & BOARD AFFAIRS","AFAXYS, INC."
"CERTIFIED","2013","96200.0","FL","Computer Systems Analysts","SENIOR PRINCIPAL CONSULTANT","ORACLE AMERICA, INC."
"CERTIFIED","2013","60000.0","OH","Computer Systems Analysts","PROGRAMMER ANALYST","ORBIT SYSTEMS INC."
"CERTIFIED","2013","67371.0","WA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","AVANI TECHNOLOGY SOLUTIONS INC."
"CERTIFIED","2013","85654.0","NY","Computer Systems Analysts","TECHNICAL LEAD","MINDTREE LIMITED"
"CERTIFIED","2013","63003.0","MN","Computer Occupations, All Other","LEAD ENGINEER","WIPRO LIMITED"
"CERTIFIED","2013","57075.0","TX","Computer Systems Analysts","SYSTEMS ANALYST","MIFI SYSTEMS INC"
"CERTIFIED","2013","68800.0","MI","Mechanical Engineers","DESIGN ENGINEER","GEOMETRIC AMERICAS, INC."
"CERTIFIED","2013","60000.0","NJ","Network and Computer Systems Administrators","SYSTEMS ADMINSTRATOR","KAIZEN TECHNOLOGIES INC"
"CERTIFIED","2013","67083.0","MO","Computer Systems Analysts","TECHNOLOGY ANALYST-US","INFOSYS LIMITED"
"CERTIFIED","2013","49920.0","TX","Database Administrators","DATABASE ADMINISTRATOR","EI SYSTEMS CORPORATION"
"CERTIFIED","2013","60000.0","CA","Computer Programmers","COMPUTER PROGRAMMER","SYNERGY GLOBAL TECHNOLOGIES INC."
"CERTIFIED","2013","65000.0","PA","Computer Systems Analysts","SENIOR SOFTWARE TESTING ANALYST","ALMAC CLINICAL TECHNOLOGIES, LLC."
"CERTIFIED","2013","135000.0","NY","Information Security Analysts, Web Developers, and","WEB DEVELOPMENT TEAM LEAD","SPOTIFY USA INC."
"CERTIFIED","2013","55120.0","IA","Mechanical Engineers, R&D","POSTDOCTORAL RESEARCH SCHOLAR","THE UNIVERSITY OF IOWA"
"CERTIFIED-WITHDRAWN","2013","53810.0","FL","Computer Software Engineers, Applications","SOFTWARE ENGINEER","INDSOFT, INC"
"WITHDRAWN","2013","27000.0","NY","Preschool Teachers, Except Special Education","CO-TEACHER","WILLIAMSBURG NORTHSIDE PRESCHOOL"
"DENIED","2013","53914.0","NJ","Computer Programmers","PROGRAMMER ANALYST","COMSPARK INTERNATIONAL, INC."
"CERTIFIED","2013","98450.0","MO","Computer Systems Analysts","LEAD CONSULTANT - US","INFOSYS LIMITED"
"CERTIFIED","2013","75000.0","NY","Computer Systems Analysts","PROGRAMMER ANALYST","BYTE CONSULTING, INC."
"CERTIFIED","2013","132000.0","MI","Internists, General","HOSPITALIST","HOSPITAL CONSULTANTS, P.C."
"CERTIFIED","2013","103200.0","TX","Sales Engineers","TECHNICAL SALES & MARKETING MANAGER","GTC TECHNOLOGY US, LLC"
"CERTIFIED","2013","65000.0","AR","Computer Programmers","PROGRAMMER ANALYST","TEJAS TECHNOLOGIES INC"
"CERTIFIED","2013","96000.0","MI","Industrial Engineers","TECHNICAL MANAGER","WHB INTERNATIONAL INC."
"CERTIFIED","2013","40000.0","WI","Market Research Analysts and Marketing Specialists","ASIAN MARKETING ANALYST","CREATIVE BUSINESS BROKERS, INC."
"CERTIFIED","2013","50336.0","TX","Computer Programmers","PROGRAMMER ANALYST","SBASE TECHNOLOGIES INC"
"CERTIFIED","2013","120000.0","CA","Computer Systems Analysts","SENIOR BUSINESS ANALYST","INGRAM MICRO INC."
"CERTIFIED","2013","65000.0","CA","Computer Programmers","PROGRAMMER ANALYST","E2E SERVICES"
"CERTIFIED","2013","61135.0","PA","Elementary School Teachers, Except Special Educati","ELEMENTARY SCHOOL SPANISH TEACHER","FRIENDS SELECT SCHOOL"
"CERTIFIED","2013","104110.0","WA","Software Developers, Applications","SOFTWARE DEVELOPMENT ENGINEER","MICROSOFT CORPORATION"
"CERTIFIED","2013","95500.0","PA","Management Analysts","CONSULTANT","DELOITTE CONSULTING LLP"
"DENIED","2013","78000.0","CA","Computer Occupations, All Other","BUSINESS SYSTEMS ARCHITECT","ETCORP LLC"
"CERTIFIED","2013","47300.0","IL","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","AYDA LLC"
"CERTIFIED","2013","72000.0","FL","Marketing Managers","MARKETING AND SALES MANAGER","VIDEOCAM CORPORATION"
"CERTIFIED","2013","57500.0","IL","Computer Systems Analysts","BUSINESS SYSTEMS ANALYST","KALVEN TECHNOLOGIES INC"
"CERTIFIED","2013","60000.0","MI","Computer Systems Analysts","PROGRAMMER ANALYST","TRINITY CONSULTING, INC"
"CERTIFIED","2013","65000.0","CA","Computer Programmers","PROGRAMMER ANALYST","ORIAN ENGINEERS INCORPORATED"
"CERTIFIED","2013","79934.0","VA","Marketing Managers","MARKETING DIRECTOR","AGROPECUARIA ISADAGO LLC"
"CERTIFIED","2013","123500.0","CA","Petroleum Engineers","RESERVOIR SIMULATION ENGINEER","CHEVRON CORPORATION"
"CERTIFIED","2013","42291.0","SC","Elementary School Teachers, Except Special Educati","ELEMENTARY SCHOOL TEACHER","BAMBERG SCHOOL DISTRICT 2"
"CERTIFIED","2013","58000.0","NJ","Computer Programmers","PROGRAMMER/QA ANALYST","QUADRANT 4 CONSULTING, INC."
"CERTIFIED","2013","94974.0","TX","Computer Hardware Engineers","HARDWARE DEVELOPER","ORACLE AMERICA, INC."
"CERTIFIED","2013","81000.0","IL","Software Developers, Applications","PROGRAMMER ANALYST","PRIDE TEAM, INC."
"CERTIFIED","2013","220000.0","CA","Family and General Practitioners","MEDICAL DOCTOR- HOSPITALIST","HEALTHCARE CROSSING MEDICAL CORP."
"CERTIFIED","2013","65850.0","OH","Editors","MANAGING MEDIA EDITOR","CENGAGE LEARNING, INC."
"CERTIFIED","2013","51938.0","CA","Reporters and Correspondents","SENIOR REPORTER","VOX MEDIA, INC."
"CERTIFIED","2013","60000.0","NY","Museum Technicians and Conservators","ASSOCIATE CONSERVATOR","CONTEMPORARY CONSERVATION LTD."
"CERTIFIED","2013","70000.0","NJ","Computer Programmers Non R & D","COMPUTER PROGRAMMER","NATSOFT CORPORATION"
"CERTIFIED","2013","87360.0","CA","Physical Therapists","REGISTERED PHYSICAL THERAPIST","UNITED HEALTH CARE STAFFING, INC."
"CERTIFIED","2013","40000.0","OK","Compliance Officers","CORPORATE COMPLIANCE SPECIALIST","ICON TELECOM, INC."
"CERTIFIED","2013","78000.0","MA","Computer Systems Analysts","COMPUTER/BUSINESS SYSTEM ANALYST","BRICKLOGIX, INC."
"CERTIFIED","2013","46800.0","FL","Accountants and Auditors","ACCOUNTING MANAGER","FLORAL LOGISTICS OF MIAMI, INC"
"CERTIFIED","2013","62254.0","NC","Software Developers, Applications","SOFTWARE ENGINEER","TABNER, INC."
"CERTIFIED-WITHDRAWN","2013","52000.0","WA","Computer Support Specialists","SOFTWARE DESIGN ENGINEEER IN TEST (SDET)","DIVENSI INC."
"CERTIFIED-WITHDRAWN","2013","133743.0","WA","Financial Managers","GROUP FINANCE MANAGER","MICROSOFT CORPORATION"
"CERTIFIED","2013","60008.0","CA","Computer Systems Analysts","PROGRAMMER ANALYST","NTRUST INFOTECH INC."
"CERTIFIED","2013","87485.0","PA","Computer Programmers","ENGINEER 4, SOFTWARE DEVELOPMENT AND ENGINEERING","COMCAST CABLE COMMUNICATIONS, LLC"
"CERTIFIED","2013","120000.0","CA","Computer Programmers","ALGORITHM ARCHITECT","ACCELERA MOBILE BROADBAND, INC."
"CERTIFIED","2013","81390.0","MD","Software Developers, Applications","SOFTWARE ENGINEER","ITECH US, INC."
"CERTIFIED","2013","137500.0","CA","Electrical Engineers","ANALOG IC MANAGER","ALIPHCOM"
"CERTIFIED","2013","84000.0","FL","Computer Occupations, All Other","MTS SPECIALIST-IT QUALITY ASSURANCE","VERIZON DATA SERVICES LLC"
"CERTIFIED","2013","75000.0","TX","Computer Systems Analysts","MEMBER OF TECHNICAL STAFF","TIBCO SOFTWARE, INC."
"CERTIFIED","2013","73600.0","PA","Computer Systems Analysts","SENIOR CONSULTANT","DELOITTE CONSULTING LLP"
